Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Netherlands,Included / Australie,Price / Australie,Compare At Price / Australie,Included / Canada,Price / Canada,Compare At Price / Canada,Included / Denenmarken,Price / Denenmarken,Compare At Price / Denenmarken,Included / EURO,Price / EURO,Compare At Price / EURO,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Included / Middle East,Price / Middle East,Compare At Price / Middle East,Included / Norway,Price / Norway,Compare At Price / Norway,Included / Rest of Europe,Price / Rest of Europe,Compare At Price / Rest of Europe,Included / South Africa,Price / South Africa,Compare At Price / South Africa,Included / Sweden,Price / Sweden,Compare At Price / Sweden,Included / United States,Price / United States,Compare At Price / United States,Status
kl-ver-kjede-1-1-gratis,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/il_300x300.4963348704_amq5.jpg?v=1694732685,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kl-ver-kjede-1-1-gratis,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/il_300x300.4963356904_qc9c.jpg?v=1694732685,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kl-ver-kjede-1-1-gratis,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/il_300x300.4963360302_evd8.jpg?v=1694732685,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,Rosa Clover Jewelry Set™ | Combo deal!,"<h3 style=""text-align: center;"">Shine in style: Rosa Clover Jewelry Set™!</h3>
<p style=""text-align: center;"">✨ Perfect for yourself or as a gift 🎁</p>
<p style=""text-align: center;"">Our Rosa Clover jewelry set™ is a limited edition, so act quickly before they're gone!</p>
<p style=""text-align: center;""><span style=""color: #ff2a00;""><strong><em><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn.shopify.com/s/files/1/0724/0882/6156/files/ezgif.com-video-to-gif_9_480x480.gif?v=1685406948"" alt=""""></em></strong></span></p>
<p><strong>Set features:</strong></p>
<p>🔗 Bracelet length: 8 inches + 3-inch extension</p>
<p>📿 Matching necklace included</p>
<p>👂 Matching earrings included</p>
<p>💎 Made of 18K gold and 316L stainless steel</p>
<p>💧 Resistant to water, heat, and sweat. Won't turn skin green.</p>
<p style=""text-align: left;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn.shopify.com/s/files/1/0724/0882/6156/files/ezgif.com-video-to-gif_10_480x480.gif?v=1685407257"" alt=""""></p>
<div class=""flex-1 overflow-hidden"">
<div class=""react-scroll-to-bottom--css-gryzs-79elbk h-full dark:bg-gray-800"">
<div class=""react-scroll-to-bottom--css-gryzs-1n7m0yu"">
<div class=""flex flex-col text-sm dark:bg-gray-800"">
<div class=""group w-full text-token-text-primary border-b border-black/10 dark:border-gray-900/50 bg-gray-50 dark:bg-[#444654]"" data-testid=""conversation-turn-9"">
<div class=""p-4 justify-center text-base md:gap-6 md:py-6 m-auto"">
<div class=""flex flex-1 gap-4 text-base mx-auto md:gap-6 md:max-w-2xl lg:max-w-[38rem] xl:max-w-3xl }"">
<div class=""relative flex w-[calc(100%-50px)] flex-col gap-1 md:gap-3 lg:w-[calc(100%-115px)]"">
<div class=""flex flex-grow flex-col gap-3 max-w-full"">
<div class=""min-h-[20px] flex flex-col items-start gap-3 overflow-x-auto whitespace-pre-wrap break-words"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<p style=""text-align: center;"">Make a stylish statement with the Rosa Clover Jewelry Set and exude elegance with every outfit! 💃</p>
<p style=""text-align: center;""><strong>What are you waiting for? Order today before it's too late! 🛒✨</strong></p>
</div>
</div>
</div>
<div class=""flex justify-between lg:block""> </div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Rosa Rose,,"","Kopy, popup-icon",true,Color,Gold set,,,,,"",100.0,,0,deny,manual,59.99,129.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_dede05f3-5fdf-4985-a70a-2ddd44461439.webp?v=1694722207,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_dede05f3-5fdf-4985-a70a-2ddd44461439.webp?v=1694722207,kg,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
rosa-clover-jewelry-set,,,,,,,,,Black set,,,,,"",100.0,,0,deny,manual,59.99,129.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_fa1b61b1-6031-4120-95ea-29a6c68b5505.jpg?v=1694722207,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_a1b72803-5d1e-438b-8df5-1d9a1829a4ee.jpg?v=1694722207,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,White set,,,,,"",100.0,,0,deny,manual,59.99,129.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_d92d0fad-2d5e-40c8-8316-d80b13358d56.jpg?v=1694722207,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_fa1b61b1-6031-4120-95ea-29a6c68b5505.jpg?v=1694722207,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,Green set,,,,,"",100.0,,0,deny,manual,59.99,129.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_a1b72803-5d1e-438b-8df5-1d9a1829a4ee.jpg?v=1694722207,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_d92d0fad-2d5e-40c8-8316-d80b13358d56.jpg?v=1694722207,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,Red set,,,,,"",100.0,,0,deny,manual,59.99,129.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/01c08a97809e0843c46aae314e1f8d87.jpg?v=1694722207,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/roodset.png?v=1694722207,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/roodset.png?v=1694722207,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_a008e425-3783-4279-a9cc-305514e85662.jpg?v=1694722207,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_038b7c9d-24ac-4e1f-9bd7-7dd8ca816341.jpg?v=1694722207,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_644fc154-98af-4819-9100-2704de0ce4e9.jpg?v=1694722207,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/O1CN01mecRWU1KawZPly9G8__2210860721181-0-cib_1000x_d8e69e2a-4d4a-4437-9393-5d7e1705d620.webp?v=1694722207,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/IMG_6261_0583cc20-b0c6-4111-9993-064149159d4d.webp?v=1694722207,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/black-clover-studs_54d56221-169f-4f67-9d6d-27547338036e.webp?v=1694722207,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/gold-clover-studs_8dc4051d-274e-4513-8c7b-c4ebb96c248a.webp?v=1694722208,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/green-clover-stud-earrings_67b4cef2-4555-47d0-8352-4cfe86e37be9.webp?v=1694722208,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/Classic-Brass-Plating-14K-Gold-9-Color-Natural-Stone-Shell-Four-leaf-Clover-Earrings-for-Women_jpg_220x220_jpg_3f4b2f20-df17-4f9a-b2c7-4eafa21be87b.webp?v=1694722208,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_20b80951-7479-472d-9903-4b3c83ed9f51.webp?v=1694722208,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/Ontwerpzondertitel_1_1.jpg?v=1694722208,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/Ontwerpzondertitel_2_1.jpg?v=1694722208,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/Ontwerpzondertitel_3_1.jpg?v=1694722208,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-clover-jewelry-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/Ontwerpzondertitel_4_1.jpg?v=1694722208,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-rose-clover-bracelet,Rosa Rose Clover Bracelet™ | 1+1 Free,"<h3 style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1"">Rosa Rose Clover Bracelet™ noq 1+1 FREE!</h3>
<p style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1""><meta charset=""utf-8""><br data-mce-fragment=""1"">A beautiful and timeless piece of jewelry that makes a perfect gift for someone you love or a special treat for yourself.""<br data-mce-fragment=""1""><br><img src=""https://cdn.shopify.com/s/files/1/0650/3347/0176/files/ezgif.com-video-to-gif_3_f0e4fa84-4135-4e6e-972e-28d81b9389a6_480x480.gif?v=1683204523"" alt="""" data-mce-fragment=""1""></p>
<div>Discover our Clover bracelets collection! These bracelets are perfect if you're looking for an elegant piece of jewelry that matches any outfit perfectly.<br><br><meta charset=""utf-8"">
</div>
<div>
<div data-mce-fragment=""1"">
<img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn.shopify.com/s/files/1/0670/2681/3193/files/vanclover_7e487d15-1e29-450e-81b2-6454c42a8ddb_480x480.gif?v=1687472718"" alt="""" data-mce-style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-fragment=""1""><meta charset=""utf-8"">
<strong><span data-mce-fragment=""1"">Take advantage of the 1+1 free promotion today!</span></strong>
</div>
<div data-mce-fragment=""1""><span>🔗 Bracelet length: 8 inches + 3 inches extension <br>👑 18K gold and 316L stainless steel <br>💎 Resistant to water, heat, and sweat <br>💍 Hypoallergenic (no green skin)""</span></div>
</div>
<div></div>",Rosa Rose,,"","Gift, Kopy",false,Color,Black,,,,,"",0.0,,0,deny,manual,39.99,60.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_71e8ee1f-8548-4bc0-8072-2884cf5230de.webp?v=1694636733,1,,false,,"Shop Rosa Rose Clover Bracelet™ - 1+1 FREE! Discover Timeless Elegance. Our Clover bracelets collection offers versatile, 18K gold and 316L stainless steel jewelry that's resistant to water, heat, and sweat. Hypoallergenic for your comfort. Don't miss the 1+1 free promotion! Ideal for gifting or self-indulgence.",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/image_71e8ee1f-8548-4bc0-8072-2884cf5230de.webp?v=1694636733,kg,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
rosa-rose-clover-bracelet,,,,,,,,,Gold,,,,,"",0.0,,0,deny,manual,39.99,60.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/Ontwerpzondertitel_2.jpg?v=1694636733,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/vancleef_1.png?v=1694636733,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-rose-clover-bracelet,,,,,,,,,Red,,,,,"",0.0,,0,deny,manual,39.99,60.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/Ontwerpzondertitel_3.jpg?v=1694636733,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/5_9315640d-faac-40dc-a49a-49113e61b5c0.png?v=1694636733,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-rose-clover-bracelet,,,,,,,,,Green,,,,,"",0.0,,0,deny,manual,39.99,60.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/Ontwerpzondertitel_1.jpg?v=1694636733,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/1_7c98fc58-a267-4da4-8b0c-edd29ee2646d.png?v=1694636733,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-rose-clover-bracelet,,,,,,,,,Blue,,,,,"",0.0,,0,deny,manual,39.99,60.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/Ontwerpzondertitel_4.jpg?v=1694636733,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/vancleef.png?v=1694636733,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-rose-clover-bracelet,,,,,,,,,White,,,,,"",0.0,,0,deny,manual,39.99,60.99,true,false,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/2_9977ee3c-45ee-42ba-8650-9571e69ece9f.png?v=1694636733,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/2_1080x_4966f837-ef91-4e9e-80b7-c4e741f973c6.webp?v=1694636733,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-rose-clover-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/2_1080x_4966f837-ef91-4e9e-80b7-c4e741f973c6.webp?v=1694636733,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-rose-clover-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/5_9315640d-faac-40dc-a49a-49113e61b5c0.png?v=1694636733,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-rose-clover-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/1_7c98fc58-a267-4da4-8b0c-edd29ee2646d.png?v=1694636733,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-rose-clover-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/vancleef.png?v=1694636733,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-rose-clover-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/9774/4121/products/vancleef_1.png?v=1694636733,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
initial-clover-necklace,Initial Clover Necklace,"<p>Our Initial Clover Necklace boasts a delicate and intricate clover-shaped pendant. <span data-mce-fragment=""1"">The leaves of four-leaf clovers are said to stand for faith, hope, love, and luck. Each leaf of the four-leaf clover also represents health, wealth, love and happiness.</span></p>
<p>The pendant is meticulously engraved with your chosen initial, making it a meaningful accessory that reflects your identity and charm.</p>
<p>💧Jewlery is Water, sweat, and heat-resistant</p>
<p>📦 Free world wide shipping </p>
<p>♾️ Lifetime Warranty </p>
<p>🏆 Best Gift of 2023</p>
<p> </p>",Rosa Rose,,"","Gift, in-stock, popup-icon",true,Choose Initial,A,,,,,"",0.0,shopify,20,deny,manual,39.95,80.00,true,false,"",https://cdn.shopify.com/s/files/1/0652/9774/4121/files/main-image-6.jpg?v=1694589547,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
